baker,baker_last_name,series,baker_age,baker_occupation,hometown,episode.x,signature_bake,show_stopper,episode.y,technical,result
Ali,Imdad,4,25,Charity worker,"Saltley, Birmingham",1,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",NA,NA,NA
Ali,Imdad,4,25,Charity worker,"Saltley, Birmingham",2,Italian Grissini,Sweet and Savoury Yin Yang Bread,NA,NA,NA
Ali,Imdad,4,25,Charity worker,"Saltley, Birmingham",3,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,NA,NA,NA
Ali,Imdad,4,25,Charity worker,"Saltley, Birmingham",4,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",NA,NA,NA
Alice,Fevronia,10,28,Geography teacher,Essex,NA,NA,NA,NA,NA,NA
Alvin,Magallanes,6,37,Nurse,"Bracknell, Berkshire",1,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,NA,NA,NA
Alvin,Magallanes,6,37,Nurse,"Bracknell, Berkshire",2,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,NA,NA,NA
Alvin,Magallanes,6,37,Nurse,"Bracknell, Berkshire",3,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia,NA,NA,NA
Alvin,Magallanes,6,37,Nurse,"Bracknell, Berkshire",4,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,NA,NA,NA
Alvin,Magallanes,6,37,Nurse,"Bracknell, Berkshire",5,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",NA,NA,NA
Alvin,Magallanes,6,37,Nurse,"Bracknell, Berkshire",6,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,NA
Amelia,LeBruin,10,24,Fashion designer,Halifax,NA,NA,NA,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",1,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",2,Beehive Biscuits,Punting in Cambridge,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",3,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",4,Yorkshire 'Tapas' Puddings,Churros Window Box,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",5,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",6,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",7,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",8,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",9,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,NA,NA,NA
Andrew,Smyth,7,25,Aerospace engineer,"Derby / Holywood, County Down",10,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,NA,NA,NA
Annetha,Mills,1,30,Midwife,Essex,1,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,NA
Annetha,Mills,1,30,Midwife,Essex,2,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,NA,NA,NA
Antony,Amourdoux,9,30,Banker,London,NA,NA,NA,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",1,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",2,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",3,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",5,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",6,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",7,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",8,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake,NA,NA,NA
Beca,Lyne-Pirkis,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",9,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake,NA,NA,NA
Ben,Frazer,2,31,Graphic Designer,Northampton,1,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream,NA,NA,NA
Ben,Frazer,2,31,Graphic Designer,Northampton,2,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts,NA,NA,NA
Ben,Frazer,2,31,Graphic Designer,Northampton,3,"Walnut, Raisin and Rosemary Loaf",NA,NA,NA,NA
Ben,Frazer,2,31,Graphic Designer,Northampton,4,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,1,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream,NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,2,Bouquet Biscuits,"New York, New York",NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,3,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,4,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,5,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,6,Grapefruit and Ginger Meringue Pie,Floral Tea Cake,NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,7,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,NA,NA,NA
Benjamina,Ebuehi,7,23,Teaching assistant,South London,8,Mexican Adventure,Tudor Garden,NA,NA,NA
Brendan,Lynch,3,63,Recruitment consultant,Sutton Coldfield,1,"Plum, Sour Cherry & Walnut",NA,NA,NA,NA
Brendan,Lynch,3,63,Recruitment consultant,Sutton Coldfield,2,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",NA,NA,NA
